Month,Day,Fajr_Begin,Shorok_Begin,Dhuhr_Begin,Asr_Begin,Magrib_Begin,Isha_Begin,Fajr_Egama,Dhuhr_Egama,Asr_Egama,Magrib_Egama,Isha_Egama
October,14,6:18,7:34,1:09,4:56,6:42,8:00,6:30,1:45,5:15,6:46,8:15
October,15,6:19,7:35,1:09,4:55,6:40,7:58,6:30,1:45,5:15,6:44,8:15
October,16,6:20,7:37,1:08,4:53,6:38,7:57,6:30,1:45,5:15,6:42,8:15
October,17,6:21,7:38,1:08,4:52,6:37,7:55,6:30,1:45,5:15,6:41,8:15
October,18,6:22,7:39,1:08,4:50,6:35,7:54,6:30,1:45,5:15,6:39,8:15
October,19,6:23,7:40,1:08,4:49,6:33,7:52,6:30,1:45,5:15,6:37,8:15
October,20,6:25,7:42,1:08,4:47,6:32,7:50,6:40,1:45,5:00,6:36,8:00
October,21,6:26,7:43,1:07,4:46,6:30,7:49,6:40,1:45,5:00,6:34,8:00
October,22,6:27,7:44,1:07,4:44,6:29,7:48,6:40,1:45,5:00,6:33,8:00
October,23,6:28,7:45,1:07,4:43,6:27,7:46,6:40,1:45,5:00,6:31,8:00
October,24,6:29,7:47,1:07,4:41,6:26,7:45,6:40,1:45,5:00,6:30,8:00
October,25,6:30,7:48,1:07,4:40,6:24,7:43,6:40,1:45,5:00,6:28,8:00
October,26,6:32,7:49,1:07,4:39,6:23,7:42,6:40,1:45,5:00,6:27,8:00
October,27,6:33,7:50,1:07,4:37,6:21,7:41,6:40,1:45,5:00,6:25,8:00
October,28,6:34,7:52,1:07,4:36,6:20,7:39,6:40,1:45,5:00,6:24,8:00
October,29,6:35,7:53,1:06,4:35,6:18,7:38,6:40,1:45,5:00,6:22,8:00
October,30,6:36,7:54,1:06,4:33,6:17,7:37,6:45,1:45,5:00,6:21,8:00
October,31,6:37,7:56,1:06,4:32,6:16,7:35,6:45,1:45,5:00,6:20,8:00
November,1,6:38,7:57,1:06,4:31,6:14,7:34,6:45,1:45,5:00,6:18,8:00
November,2,6:40,7:58,1:06,4:29,6:13,7:33,6:45,1:45,5:00,6:17,8:00
November,3,6:41,7:59,1:06,4:28,6:12,7:32,6:45,1:45,5:00,6:16,8:00
November,4,5:42,7:01,12:06,3:27,5:10,6:31,6:15,12:45,3:45,5:14,7:30
November,5,5:43,7:02,12:06,3:26,5:09,6:30,6:15,12:45,3:45,5:13,7:30
November,6,5:44,7:03,12:06,3:25,5:08,6:28,6:15,12:45,3:45,5:12,7:30
November,7,5:45,7:05,12:06,3:23,5:07,6:27,6:15,12:45,3:45,5:11,7:30
November,8,5:46,7:06,12:06,3:22,5:05,6:26,6:15,12:45,3:45,5:09,7:30
November,9,5:46,7:06,12:06,3:22,5:05,6:26,6:15,12:45,3:45,5:09,7:30
November,10,5:48,7:07,12:07,3:21,5:04,6:25,6:15,12:45,3:30,5:08,7:30
November,11,5:50,7:10,12:07,3:19,5:02,6:24,6:15,12:45,3:30,5:06,7:30
November,12,5:51,7:11,12:07,3:18,5:01,6:23,6:15,12:45,3:30,5:05,7:30
November,13,5:52,7:13,12:07,3:17,5:00,6:22,6:15,12:45,3:30,5:04,7:30
November,14,5:53,7:14,12:07,3:16,4:59,6:21,6:15,12:45,3:30,5:03,7:30
November,15,5:54,7:15,12:07,3:15,4:58,6:20,6:30,12:45,3:30,5:02,7:30
November,16,5:55,7:16,12:07,3:14,4:57,6:19,6:30,12:45,3:30,5:01,7:30
November,17,5:55,7:16,12:07,3:14,4:57,6:19,6:30,12:45,3:30,5:01,7:30
November,18,5:58,7:19,12:08,3:13,4:55,6:18,6:30,12:45,3:30,4:59,7:30
November,19,5:59,7:20,12:08,3:12,4:55,6:17,6:30,12:45,3:30,4:59,7:30
November,20,6:00,7:21,12:08,3:11,4:54,6:17,6:30,12:45,3:30,4:58,7:30
November,21,6:01,7:23,12:09,3:10,4:53,6:16,6:30,12:45,3:30,4:57,7:30
November,22,6:02,7:24,12:09,3:10,4:52,6:16,6:30,12:45,3:30,4:56,7:30
November,23,6:03,7:25,12:09,3:09,4:52,6:15,6:30,12:45,3:30,4:56,7:30
November,24,6:03,7:25,12:09,3:09,4:52,6:15,6:30,12:45,3:30,4:56,7:30
November,25,6:05,7:28,12:10,3:08,4:50,6:14,6:30,12:45,3:15,4:54,7:30
November,26,6:06,7:29,12:10,3:07,4:50,6:14,6:30,12:45,3:15,4:54,7:30
November,27,6:07,7:30,12:10,3:07,4:49,6:13,6:30,12:45,3:15,4:53,7:30
November,28,6:08,7:31,12:11,3:06,4:49,6:13,6:30,12:45,3:15,4:53,7:30
November,29,6:09,7:32,12:11,3:06,4:48,6:13,6:30,12:45,3:15,4:52,7:30
November,30,6:10,7:33,12:11,3:06,4:48,6:13,6:30,12:45,3:15,4:52,7:30
December,1,6:10,7:33,12:11,3:06,4:48,6:13,6:30,12:45,3:15,4:52,7:30
December,2,6:11,7:35,12:12,3:05,4:48,6:12,6:30,12:45,3:15,4:52,7:30
December,3,6:13,7:37,12:12,3:05,4:47,6:12,6:30,12:45,3:15,4:51,7:30
December,4,6:14,7:38,12:13,3:04,4:47,6:12,6:30,12:45,3:15,4:51,7:30
December,5,6:15,7:39,12:13,3:04,4:47,6:12,6:30,12:45,3:15,4:51,7:30
December,6,6:16,7:40,12:14,3:04,4:46,6:12,6:30,12:45,3:15,4:50,7:30
December,7,6:16,7:41,12:14,3:04,4:46,6:12,6:30,12:45,3:15,4:50,7:30
December,8,6:17,7:42,12:15,3:04,4:46,6:12,6:30,12:45,3:15,4:50,7:30
December,9,6:17,7:42,12:15,3:04,4:46,6:12,6:30,12:45,3:15,4:50,7:30
December,10,6:19,7:44,12:15,3:04,4:46,6:12,6:30,12:45,3:15,4:50,7:30
December,11,6:20,7:44,12:16,3:04,4:46,6:12,6:30,12:45,3:15,4:50,7:30
December,12,6:20,7:45,12:16,3:04,4:46,6:12,6:30,12:45,3:15,4:50,7:30
December,13,6:21,7:46,12:17,3:04,4:46,6:13,6:30,12:45,3:15,4:50,7:30
December,14,6:22,7:47,12:17,3:04,4:47,6:13,6:30,12:45,3:15,4:51,7:30
December,15,6:22,7:48,12:18,3:05,4:47,6:13,6:35,12:45,3:15,4:51,7:30
December,16,6:22,7:48,12:18,3:05,4:47,6:13,6:35,12:45,3:15,4:51,7:30
December,17,6:23,7:48,12:18,3:05,4:47,6:13,6:35,12:45,3:15,4:51,7:30
December,18,6:24,7:50,12:19,3:06,4:48,6:14,6:35,12:45,3:15,4:52,7:30
December,19,6:25,7:50,12:20,3:06,4:48,6:15,6:35,12:45,3:15,4:52,7:30
December,20,6:25,7:51,12:20,3:06,4:49,6:15,6:35,12:45,3:15,4:53,7:30
December,21,6:26,7:51,12:21,3:07,4:49,6:16,6:35,12:45,3:15,4:53,7:30
December,22,6:26,7:52,12:21,3:07,4:50,6:16,6:35,12:45,3:15,4:54,7:30
December,23,6:26,7:52,12:21,3:07,4:50,6:16,6:35,12:45,3:15,4:54,7:30
December,24,6:27,7:52,12:22,3:08,4:50,6:17,6:35,12:45,3:15,4:54,7:30
December,25,6:28,7:53,12:23,3:09,4:51,6:18,6:35,12:45,3:30,4:55,7:30
December,26,6:28,7:54,12:23,3:10,4:52,6:18,6:35,12:45,3:30,4:56,7:30
December,27,6:28,7:54,12:24,3:11,4:53,6:19,6:35,12:45,3:30,4:57,7:30
December,28,6:29,7:54,12:24,3:11,4:53,6:20,6:35,12:45,3:30,4:57,7:30
December,29,6:29,7:54,12:25,3:12,4:54,6:20,6:35,12:45,3:30,4:58,7:30
December,30,6:29,7:55,12:25,3:13,4:55,6:21,6:35,12:45,3:30,4:59,7:30
December,31,6:29,7:55,12:25,3:13,4:55,6:21,6:35,12:45,3:30,4:59,7:30
